IDBirdBandingData,Recorder,Bander,Code,BandNumber,SpeciesCode,SpeciesName,CP,BP,Fat,BodyMolt,FFMolt,FFWear,MoltLimits,RightWing,LeftWing,CycleCode,Skull,Age,HowAged,Sex,HowSexed,Weight,Status,BandingDate,CaptureTime,BandingStation,Net,Photographer,RightTarsus,LeftTarsus,Exposed.Culmen,NaresToTip,Tail,Pox,Is.Aux.Marker.Coded.,Aux.Marker.Code,Aux.Marker.Band.Color,Aux.Marker.Code.Color,Left.Leg.Color.1..upper.,Left.Leg.Color.2,Left.Leg.Color.3,Right.Leg.Color.1..upper.,Right.Leg.Color.2,Right.Leg.Color.3,HgCode,Geolocator,Blood,R6,Notes,,Month,Day,Year
84,JDW,CML,N,450130565,HOSP,HOUSE SPARROW,N,N,N,N,N,M,N, , ,UCB,,A,U,M,P,28.5,N,4/18/10,11:00:00 AM,HOME,8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,18,2010
85,EIJ,CML,N,450130566,HOSP,HOUSE SPARROW,N,N,N,N,N,L,N, , ,UCB,,A,U,M,P,26.6,N,4/18/10,11:00:00 AM,HOME,8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,18,2010
86,MEB,JDW,N,450130567,SWTH,SWAINSON'S THRUSH,N,N,T,N,N,L,G, , ,FCF,,S,M,U,U,28,N,4/18/10,6:50:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,18,2010
89,EED,MEB,N,119214202,RBWO,RED-BELLIED WOODPECKER,N,V,N,N,N,H,P,126, ,,,O,K,M,P,61.8,N,4/25/10,6:50:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,2 GENERATIONS IN PRIMARY COVERTS,,4,25,2010
90,AS,MEB,N,119214203,RBWO,RED-BELLIED WOODPECKER,N,V,N,N,N,L,D,123, ,,,T,M,F,P,64.7,N,4/25/10,9:40:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
91,AS,FLO,N,119214204,RBWO,RED-BELLIED WOODPECKER,N,V,N,N,N,L,,122, ,,,S,,M,P,61.2,N,4/25/10,9:40:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
92,CSF,SSD,N,167125310,PROW,PROTHONOTARY WARBLER,S,N,N,N,N,L,U,69, ,,,A,C,M,P,13,N,4/25/10,10:20:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
93,MEB,JDW,N,168182113,GRCA,GRAY CATBIRD,N,N,B,N,N,L,G, , ,FCF,,S,M,U,U,35.4,N,4/25/10,6:50:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
94,MEB,JDW,N,168182114,NOCA,NORTHERN CARDINAL,N,V,T,N,N,S,U, , ,FAS,,A,U,F,P,42.7,N,4/25/10,6:50:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
95,AS,MEB,N,168182115,GRCA,GRAY CATBIRD,N,N,F,N,N,M,G, , ,FCF,,S,M,U,U,34.1,N,4/25/10,7:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
96,AS,MEB,N,168182116,GRCA,GRAY CATBIRD,N,N,F,N,N,L,G, , ,FCF,,S,M,U,U,39,N,4/25/10,7:30:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
97,AS,JDW,N,168182117,GRCA,GRAY CATBIRD,N,N,B,N,N,S,N, , ,DCB,,O,K,U,U,43.5,N,4/25/10,7:30:00 AM,HOME,8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
98,AS,MEB,N,168182118,GRCA,GRAY CATBIRD,N,N,H,N,N,S,U, , ,FCU,,A,U,U,U,36.5,N,4/25/10,7:30:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
99,AS,JDW,N,168182119,GRCA,GRAY CATBIRD,N,N,F,N,N,L,V, , ,FCF,,S,M,U,U,38.7,N,4/25/10,7:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
100,AS,MEB,N,168182120,WOTH,WOOD THRUSH,N,N,F,N,N,L,G, , ,FCF,,S,M,U,U,55,N,4/25/10,8:20:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
101,AS,DAM,N,168182121,GRCA,GRAY CATBIRD,N,N,B,N,N,S,N, , ,DCB,,O,K,U,U,37,N,4/25/10,8:20:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
102,AS,ERL,N,168182122,GRCA,GRAY CATBIRD,N,N,H,N,N,S,N, , ,DCB,,O,K,U,U,36.1,N,4/25/10,9:40:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
103,AS,MEB,N,168182123,CARW,CAROLINA WREN,N,V,N,N,N,S,N, , ,DCB,,O,K,F,B,16,N,4/25/10,9:40:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
104,EED,MEB,N,199020708,PROW,PROTHONOTARY WARBLER,S,N,N,N,N,S,N, , ,DCA,,O,K,M,C,13,N,4/25/10,9:00:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
105,EED,FLO,N,199020709,PROW,PROTHONOTARY WARBLER,S,N,T,N,N,N,N, , ,,,O,K,M,C,14,N,4/25/10,9:00:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
106,CSI,MEB,N,199020710,WEVI,WHITE-EYED VIREO,N,N,N,N,N,S,U, , ,,,A,U,U,U,10,N,4/25/10,10:20:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
107,EED,FLO,R,450130543,CARW,CAROLINA WREN,N,,T,N,N,L,N,56, ,DCB,,O,K,F,B,19.3,N,4/25/10,7:30:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
108,JDW,FLO,R,450130558,CARW,CAROLINA WREN,N,N,T,N,N,L,"P, S",62, ,FCF,,S,M,U,U,20.8,N,4/25/10,10:50:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,TG REPLACED PRIMARY 4-10 SECONDARIES 4,,4,25,2010
109,EED,FLO,N,450130568,DOWO,DOWNY WOODPECKER,N,,T,N,N,M,N, , ,,,O,K,M,P,22.7,N,4/25/10,7:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
110,EED,MEB,N,450130569,SWTH,SWAINSON'S THRUSH,N,N,N,N,N,L,G, , ,FCF,,S,M,U,U,31.2,N,4/25/10,7:30:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
111,EED,FLO,N,450130570,DOWO,DOWNY WOODPECKER,,,H,N,N,L,V, , ,FCF,,S,M,M,P,23.6,N,4/25/10,8:20:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,4,25,2010
112,AS,EED,N,450130571,CARW,CAROLINA WREN,S,,N,N,N,L,P, , ,FCF,,S,M,M,C,16.3,N,4/25/10,9:20:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,SECONDARY REPLACED 4 PRIMARIES 5-10 REPLACED,,4,25,2010
115,EED,CML,R,119214204,RBWO,RED-BELLIED WOODPECKER,N,N,,N,N,L,"P, S, V",119, ,,,S,M,M,P,61.9,N,5/9/10,10:40:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
116,CML,JDW,N,119214205,YBCU,YELLOW-BILLED CUCKOO,N,S,N,L,N,L,U,142, ,,,A,B,U,U,53.1,N,5/9/10,8:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
117,EED,JDW,N,119214206,RBWO,RED-BELLIED WOODPECKER,N,V,N,N,N,L,"D, P",123, ,,,T,M,F,P,64.4,N,5/9/10,9:16:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
118,EED,CML,N,119214207,RBWO,RED-BELLIED WOODPECKER,S,N,N,N,N,M,D,124, ,,,Y,M,M,P,72.5,N,5/9/10,10:40:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
119,EIJ,EIJ,R,168182123,CARW,CAROLINA WREN,S,W,N,N,N,L,N, , ,DCB,,O,K,F,B,16.1,N,5/9/10,9:00:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,000 000 001 101 011 111 1,,5,9,2010
120,CML,EED,N,168182124,NOCA,NORTHERN CARDINAL,N,N,T,N,N,L,U, , ,FAS,F,A,S,M,P,39.9,N,5/9/10,7:15:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,LRT6 REPLACED,,5,9,2010
121,JDW,EED,N,168182125,NOCA,NORTHERN CARDINAL,N,N,N,T,A,M,U, , ,FAS,F,A,S,M,P,37.2,N,5/9/10,7:15:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,RS68G RT4G,,5,9,2010
122,EED,ERL,N,168182126,NOCA,NORTHERN CARDINAL,N,V,N,N,N,M,U, , ,FAS,,A,B,F,P,41.1,N,5/9/10,11:30:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,<EIJ: cycle code changed from DCB to FAS>,,5,9,2010
123,EED,CML,R,199020705,WEVI,WHITE-EYED VIREO,N,V,N,N,N,S,V,60, ,FCF,,S,M,U,U,13.9,N,5/9/10,9:16:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,TAIL TAPERED + WORN,,5,9,2010
124,EED,CML,N,199020711,WEVI,WHITE-EYED VIREO,N,N,N,N,N,S,A, , ,,,S,M,U,U,10.2,N,5/9/10,8:30:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,TAIL WORN,,5,9,2010
125,EED,CML,N,199020712,WEVI,WHITE-EYED VIREO,N,,N,N,N,S,N, , ,,,O,K,U,U,12.3,N,5/9/10,8:30:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
126,CML,EED,N,199020713,WEVI,WHITE-EYED VIREO,N,V,N,N,N,S,N, , ,,,A,B,U,Z,11.9,N,5/9/10,10:40:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,PROBABLY FEMALE BY LARGE BP,,5,9,2010
127,FED,JDW,N,215017978,MAWA,MAGNOLIA WARBLER,N,N,H,N,N,L,N,62, ,,,O,A,M,P,8.7,N,5/9/10,9:16:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
128,CML,JDW,N,215017979,MAWA,MAGNOLIA WARBLER,N,N,L,N,N,L,"A, V",61, ,,,S,M,M,P,8.7,N,5/9/10,10:40:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
129,CML,EED,R,450130543,CARW,CAROLINA WREN,N,W,N,N,N,N,,58, ,DCB,,O,K,U,U,19.7,N,5/9/10,10:40:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
130,CML,EED,R,450130554,CARW,CAROLINA WREN,N,N,N,N,N,S,"P, S",61, ,FCF,,S,M,U,U,19.2,N,5/9/10,9:56:00 AM,HOME,,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
131,JDW,EED,R,450130562,CARW,CAROLINA WREN,N,W,N,N,N,L,"P, S",58, ,FCF,,S,M,U,U,19.1,N,5/9/10,7:50:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,PULLED RT6 PARASITES 000 1111111111111111,,5,9,2010
132,CML,JDW,N,450130572,SWTH,SWAINSON'S THRUSH,N,N,B,N,N,L,L, , ,FCF,,S,M,U,U,39.9,N,5/9/10,7:15:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,PARASITES: 122 111 111 110 011 010,,5,9,2010
133,EED,CML,N,450130573,CARW,CAROLINA WREN,S,N,N,N,N,S,N, , ,DCB,,O,K,M,C,20.9,N,5/9/10,8:30:00 AM,HOME,8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
134,EED,CML,N,450130574,CARW,CAROLINA WREN,N,N,N,N,N,L,N, , ,DCB,,O,K,U,U,20,N,5/9/10,9:15:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
135,EED,JDW,N,450130575,DOWO,DOWNY WOODPECKER,N,W,T,N,N,L,D, , ,SCB,,T,M,F,P,23.7,N,5/9/10,11:30:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,9,2010
136,CSF,CML,R,90178492,NOCA,NORTHERN CARDINAL,N,N,N,N,N,L,N, , ,FAS,,A,K,M,P,40.5,N,5/24/10,10:02:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
137,CSF,CML,N,119214208,BLJA,BLUE JAY,N,N,N,N,N,M,V,117, ,,,S,M,U,U,82.8,N,5/24/10,9:10:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
138,PCS,CML,N,167125311,INBU,INDIGO BUNTING,L,N,N,N,N,S,"P, S",67, ,,,S,M,M,P,13.7,N,5/24/10,8:27:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
139,CSF,CML,R,168182101,NOCA,NORTHERN CARDINAL,N,N,N,N,N,H,N, , ,FAS,,A,K,M,P,39.4,N,5/24/10,9:22:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
140,CSF,CML,R,168182106,NOCA,NORTHERN CARDINAL,N,N,T,N,N,S,N, , ,FAS,,A,K,M,P,40.4,N,5/24/10,7:10:00 AM,HOME,8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,<EIJ: cycle code changed from DCB to FAS>,,5,24,2010
141,PCS,EIJ,N,168182127,NOCA,NORTHERN CARDINAL,N,N,L,H,N,S,N, , ,FCJ,L,L,P,U,U,38.9,N,5/24/10,8:10:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,20% OSSIFIED; NO RED ON CROWN,,5,24,2010
142,CSF,CML,N,168182128,NOCA,NORTHERN CARDINAL,N,V,N,N,N,S,U, , ,FAS,,A,B,F,P,41.7,N,5/24/10,9:10:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,RP10+P9 - BROKEN,,5,24,2010
143,CSF,CML,N,168182129,NOCA,NORTHERN CARDINAL,N,N,N,N,A,H,U, , ,FAS,,A,P,M,P,37.4,N,5/24/10,9:22:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,PARASITES; DRY SCALY SKIN + BORE SPOTS,,5,24,2010
144,JEH,CML,S,168182129,NOCA,NORTHERN CARDINAL,,,,,,,, , ,,,U,,,,36.6,N,5/24/10,10:51:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
145,CSF,EIJ,R,199020705,WEVI,WHITE-EYED VIREO,S,V,H,N,N,L,V, , ,FCF,,S,"V, M",F,B,12.7,N,5/24/10,9:10:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
146,CSF,EIJ,R,199020710,WEVI,WHITE-EYED VIREO,S,N,T,N,N,S,N, , ,DCB,,O,K,U,U,10.6,N,5/24/10,8:27:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,COVS RELATIVELY GLOSSY COMPARED TO SECOND BIRD CAPTURED AT THE SAME TIME SAME NET,,5,24,2010
147,CSF,EIJ,R,199020713,WEVI,WHITE-EYED VIREO,S,V,T,N,N,S,"M, V", , ,FCF,,S,"V, M",U,U,11.2,N,5/24/10,8:27:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
148,CSF,CML,N,199020714,PROW,PROTHONOTARY WARBLER,N,N,N,N,N,S,N, , ,,,O,K,M,P,13.1,N,5/24/10,10:13:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,111 010 000 001 100 100,,5,24,2010
149,CSF,EIJ,R,450130550,CARW,CAROLINA WREN,S,W,N,N,N,S,N, , ,DCB,,O,K,F,B,18.1,N,5/24/10,7:54:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
150,CSF,EIJ,R,450130559,CARW,CAROLINA WREN,M,N,N,N,N,S,N, , ,DCB,,O,K,U,U,21.1,N,5/24/10,7:54:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
151,CSF,CML,N,450130576,CARW,CAROLINA WREN,N,V,N,N,N,S,N, , ,DCB,,O,K,F,B,20.4,N,5/24/10,7:05:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,PARASITES: 010 111 100 100 110 111 0,,5,24,2010
152,CSF,CML,N,450130577,DOWO,DOWNY WOODPECKER,N,N,N,N,S,S,N, , ,DPB,,Y,K,F,P,18.9,N,5/24/10,7:05:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
153,PCS,EIJ,N,450130578,CARW,CAROLINA WREN,N,N,T,N,N,N,N, , ,FCJ,L,L,P,U,U,16.9,N,5/24/10,8:27:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,SKULL 10%,,5,24,2010
154,CSF,CML,N,450130579,CARW,CAROLINA WREN,N,W,N,N,N,M,P, , ,FCF,,S,M,F,B,16.2,N,5/24/10,9:27:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,5,24,2010
156,CW,EED,R,168182106,NOCA,NORTHERN CARDINAL,S,N,N,N,N,L,N,90, ,FAS,,A,K,M,P,38.3,N,6/9/10,9:45:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,9,2010
157,EIJ,EED,R,90178492,NOCA,NORTHERN CARDINAL,S,N,N,N,N,M,N, , ,FAS,,A,K,M,P,40.2,N,6/9/10,7:45:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,9,2010
158,CW,EIJ,R,168182109,NOCA,NORTHERN CARDINAL,M,N,N,N,N,L,N, , ,FAS,,A,K,M,P,40.7,N,6/9/10,9:45:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,BAND REPLACED WITH 245109703; <EIJ: cycle code changed from DCB to FAS>,,6,9,2010
159,EIJ,EED,R,168182127,NOCA,NORTHERN CARDINAL,N,N,T,L,N,H,N, , ,FCJ,L,L,J,U,U,36.7,N,6/9/10,7:45:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,SKULL 25%,,6,9,2010
160,CW,EED,N,168182131,NOCA,NORTHERN CARDINAL,N,W,N,N,N,M,N,88, ,FAS,,A,K,F,P,39.6,N,6/9/10,9:45:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,9,2010
161,CW,EED,R,199020706,WEVI,WHITE-EYED VIREO,N,N,N,N,N,L,, , ,DCB,,O,K,U,U,10.8,N,6/9/10,9:45:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,9,2010
162,CW,EIJ,N,199020715,WEVI,WHITE-EYED VIREO,S,N,N,N,N,S,N,60, ,FCF,,S,K,U,U,10.9,N,6/9/10,7:45:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,"LOOKS LIKE A1/A2 MOLT-LIMIT, BUT UNSURE",,6,9,2010
163,EIJ,EED,R,450130549,CARW,CAROLINA WREN,N,W,N,N,N,S,N, , ,DCB,,O,K,F,B,19.7,N,6/9/10,11:30:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,9,2010
164,CW,EIJ,R,450130576,CARW,CAROLINA WREN,S,V,N,N,N,L,N, , ,DCB,,O,K,F,B,17.9,N,6/9/10,7:45:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,9,2010
165,CW,EED,N,450130580,DOWO,DOWNY WOODPECKER,N,W,N,N,N,S,N, , ,DCB,,Y,K,F,B,22.3,N,6/9/10,9:45:00 AM,HOME,8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,9,2010
166,JEH,EED,N,450130581,DOWO,DOWNY WOODPECKER,N,W,N,N,A,S,N,83, ,,,,,M,,19.1,N,6/9/10,11:10:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,LEFT WIND P=6 P-3 GROWING IN RT WING P-3 GROWING IN,,6,9,2010
167,EED,EED,R,90178492,NOCA,NORTHERN CARDINAL,N,N,N,N,N,M,N, , ,FAS,,A,K,M,P,38.8,N,6/16/10,10:30:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,<EIJ: cycle code changed from DCB to FAS>,,6,16,2010
168,EED,EIJ,N,168182132,NOCA,NORTHERN CARDINAL,S,W,N,N,N,S,N,88, ,FAS,,A,K,F,P,48.1,N,6/16/10,9:05:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,16,2010
169,EIJ,EIJ,N,168182133,NOCA,NORTHERN CARDINAL,N,N,L,N,N,S,N,88, ,FCS,,L,,M,P,37.4,N,6/16/10,9:55:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,16,2010
170,EED,EIJ,R,450130544,CARW,CAROLINA WREN,S,N,N,N,N,L,N, , ,DCB,,O,K,U,U,18.8,N,6/16/10,9:05:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,16,2010
171,ERL,EIJ,R,450130574,CARW,CAROLINA WREN,M,N,N,N,N,L,N, , ,DCB,,O,K,U,U,19.8,N,6/16/10,10:30:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,16,2010
172,ERL,EIJ,N,450130582,DOWO,DOWNY WOODPECKER,S,N,T,N,S,L,N,80, ,DPB,,Y,K,F,P,17.1,N,6/16/10,10:30:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,16,2010
173,EED,EED,N,450130583,BHCO,BROWN-HEADED COWBIRD,N,N,N,N,N,S,N,96, ,UCB,,A,K,F,P,34.7,N,6/16/10,10:55:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,16,2010
174,EED,EIJ,R,168182109,NOCA,NORTHERN CARDINAL,S,N,N,N,N,L,N, , ,FAS,,A,K,M,P,42.6,N,6/23/10,9:50:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,23,2010
175,EED,FLO,N,168182134,NOCA,NORTHERN CARDINAL,N,N,T,N,N,L,N,85, ,FCU,,H,J,F,P,39.8,N,6/23/10,9:20:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,23,2010
176,EED,FLO,N,450130584,CARW,CAROLINA WREN,N,N,L,N,N,L,N,58, ,FCJ,,H,J,U,U,18.7,N,6/23/10,11:00:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,6,23,2010
177,EED,EED,R,90178491,NOCA,NORTHERN CARDINAL,N,N,N,N,N,M,N, , ,FAS,,A,K,M,P,36.1,N,7/7/10,11:00:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,WING TOO WORN TO MEASURE,,7,7,2010
178,EED,EED,R,168182126,NOCA,NORTHERN CARDINAL,N,W,N,N,N,M,N, , ,FAS,,A,K,F,P,41.5,N,7/7/10,11:00:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,7,7,2010
179,JEH,EED,N,168182135,NOCA,NORTHERN CARDINAL,N,N,T,M,S,S,S,82, ,FPU,,J,I,M,P,41.3,N,7/7/10,11:00:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,P-6 L AND R ALL RECTS = GROWING IN RED BODY FEATHERS GROWING IN ON BACK VUV./FORMATIVE?,,7,7,2010
180,EED,EED,N,199020716,CACH,CAROLINA CHICKADEE,,S,T,N,N,L,N,58, ,UCB,,F,P,F,B,13.1,N,7/7/10,10:30:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,7,7,2010
181,PCS,EED,R,450130544,CARW,CAROLINA WREN,N,N,N,N,N,S,N, , ,DCB,,O,K,U,U,19.8,N,7/7/10,10:00:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,"OUTER RECT W TRICOLORS- DARK BROWN, LIGHT BROWN, BUFFY; <EIJ: age changed from AHY to ASY>",,7,7,2010
182,EED,EED,R,450130555,CARW,CAROLINA WREN,N,N,N,N,N,S,N, , ,DCB,,O,K,U,U,19.1,N,7/7/10,9:50:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,<EIJ: age changed from A to O>,,7,7,2010
183,PCS,EED,N,450130585,BHCO,BROWN-HEADED COWBIRD,N,N,L,N,N,N,N,94, ,FCU,,J,J,U,U,31.8,N,7/7/10,9:50:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,7,7,2010
184,RNM,FLO,N,119214209,BRTH,BROWN THRASHER,N,W,T,N,N,L,N,99, ,FCF,,A,B,F,Q,74.1,N,7/14/10,11:08:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,SEXED BY WING CHORD,,7,14,2010
185,EED,FLO,N,168182136,NOCA,NORTHERN CARDINAL,N,N,L,N,N,L,"L, M",89, ,FCS,,H,I,M,P,39.3,N,7/14/10,6:45:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,7,14,2010
186,RNM,FLO,S,168182137,NOCA,NORTHERN CARDINAL,,,,,,,, , ,,,,,,, ,N,7/14/10,,HOME,,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,RECAP FROM THIS MORNING,,7,14,2010
187,EED,FLO,N,168182137,NOCA,NORTHERN CARDINAL,N,N,T,N,N,L,"L, M",86, ,FCS,,H,I,F,P,35.6,N,7/14/10,7:25:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,7,14,2010
188,RNM,FLO,N,168182138,NOCA,NORTHERN CARDINAL,N,N,N,L,N,L,M,85, ,FCS,,H,I,M,P, ,N,7/14/10,11:10:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,"CYST AROUND EYE, RELEASE WEAK: WAITED ONGROUND FOR A WHILE, THEN A SERIES OF LOW FLIGHTS/WALKING",,7,14,2010
